work_id,status,confidence,fragments_used,output_dir
Theophrastus.OnDiscoveries,success,0.5549963731595121,2,discoveries/Theophrastus_OnDiscoveries_2025-11-06
Theophrastus.Metaphysics,success,0.5588683653931468,2,discoveries/Theophrastus_Metaphysics_2025-11-06
Theophrastus.OnTheSoul,success,0.554463881622365,2,discoveries/Theophrastus_OnTheSoul_2025-11-06
Strato.OnVoid,success,0.5598292981399727,2,discoveries/Strato_OnVoid_2025-11-06
Strato.OnTheSoul,success,0.5565089950970946,2,discoveries/Strato_OnTheSoul_2025-11-06
Lyco.OnTheSoul,success,0.5540710856712107,2,discoveries/Lyco_OnTheSoul_2025-11-06
Dicaearchus.Lives,success,0.5603211123552593,2,discoveries/Dicaearchus_Lives_2025-11-06
Zeno.Republic,success,0.5582690616777404,2,discoveries/Zeno_Republic_2025-11-06
Zeno.OnNature,success,0.5539603161774324,2,discoveries/Zeno_OnNature_2025-11-06
Cleanthes.HymnToZeus,success,0.5484948177167485,2,discoveries/Cleanthes_HymnToZeus_2025-11-06
Chrysippus.OnNature,success,0.5579751504463961,2,discoveries/Chrysippus_OnNature_2025-11-06
Cleanthes.OnNature,success,0.5613898414284092,2,discoveries/Cleanthes_OnNature_2025-11-06
Chrysippus.OnLogic,success,0.5595393609489819,2,discoveries/Chrysippus_OnLogic_2025-11-06
Aristotle.OnEducation,success,0.6232915053363998,2,discoveries/Aristotle_OnEducation_2025-11-06
Theophrastus.OnMotion,success,0.5619664438679705,2,discoveries/Theophrastus_OnMotion_2025-11-06
Chrysippus.OnEthics,success,0.5630835714928119,2,discoveries/Chrysippus_OnEthics_2025-11-06
Chrysippus.OnPhysics,success,0.5706570752966367,2,discoveries/Chrysippus_OnPhysics_2025-11-06
Persaeus.Ethics,success,0.5593879367447561,2,discoveries/Persaeus_Ethics_2025-11-06
Sphaerus.OnTheSoul,success,0.550307125939612,2,discoveries/Sphaerus_OnTheSoul_2025-11-06
Persaeus.Logic,success,0.5521882424963155,2,discoveries/Persaeus_Logic_2025-11-06
Sphaerus.OnNature,success,0.5640015623477337,2,discoveries/Sphaerus_OnNature_2025-11-06
Boethus.OnNature,success,0.5529521501418241,2,discoveries/Boethus_OnNature_2025-11-06
Panaetius.OnDuty,success,0.5610442232006116,2,discoveries/Panaetius_OnDuty_2025-11-06
Posidonius.OnGods,success,0.561138929651089,2,discoveries/Posidonius_OnGods_2025-11-06
Posidonius.OnTheSoul,success,0.5589822493131856,2,discoveries/Posidonius_OnTheSoul_2025-11-06
Epicurus.OnNature,success,0.5557468119962319,2,discoveries/Epicurus_OnNature_2025-11-06
Epicurus.OnGods,success,0.5572299565588045,2,discoveries/Epicurus_OnGods_2025-11-06
Aristoxenus.ElementsOfHarmony,success,0.556016973738653,2,discoveries/Aristoxenus_ElementsOfHarmony_2025-11-06
Epicurus.OnVision,success,0.5576767419990947,2,discoveries/Epicurus_OnVision_2025-11-06
Epicurus.OnJustice,success,0.5602631690218259,2,discoveries/Epicurus_OnJustice_2025-11-06
Metrodorus.OnWealth,success,0.5588089430152506,2,discoveries/Metrodorus_OnWealth_2025-11-06
Hermarchus.OnJustice,success,0.5598990810952951,2,discoveries/Hermarchus_OnJustice_2025-11-06
Polyaenus.OnPhilosophy,success,0.5547267725640528,2,discoveries/Polyaenus_OnPhilosophy_2025-11-06
Colotes.OnPlato,success,0.553482608829016,2,discoveries/Colotes_OnPlato_2025-11-06
Pyrrho.OnPhilosophy,success,0.5564140208655474,2,discoveries/Pyrrho_OnPhilosophy_2025-11-06
Theophrastus.Characters,success,0.5586779452872063,2,discoveries/Theophrastus_Characters_2025-11-06
Colotes.OnPerception,success,0.556098260647276,2,discoveries/Colotes_OnPerception_2025-11-06
Timon.Silloi,success,0.5585385593881919,2,discoveries/Timon_Silloi_2025-11-06
Theophrastus.OnSenses,success,0.5623368429594148,2,discoveries/Theophrastus_OnSenses_2025-11-06
Metrodorus.OnNobleBirth,success,0.5568590246749948,2,discoveries/Metrodorus_OnNobleBirth_2025-11-06
Agrippa.FiveModes,success,0.5555956221046657,2,discoveries/Agrippa_FiveModes_2025-11-06
Sextus.AgainstTheLogicians,success,0.5560367287384876,2,discoveries/Sextus_AgainstTheLogicians_2025-11-06
Sextus.OutlinesOfPyrrhonism,success,0.5584458666719898,2,discoveries/Sextus_OutlinesOfPyrrhonism_2025-11-06
Aenesidemus.PyrrhonianDiscourses,success,0.5608244682039769,2,discoveries/Aenesidemus_PyrrhonianDiscourses_2025-11-06
