work_id,status,confidence,fragments_used,output_dir
Plato.Euthydemus,success,0.6185963171103614,2,discoveries/Plato_Euthydemus_2025-11-06
Plato.Symposium,success,0.6245986509069736,2,discoveries/Plato_Symposium_2025-11-06
Plato.Phaedo,success,0.6306689086310336,2,discoveries/Plato_Phaedo_2025-11-06
Plato.Parmenides,success,0.6208495157278695,2,discoveries/Plato_Parmenides_2025-11-06
Plato.Theaetetus,success,0.6277079025894413,2,discoveries/Plato_Theaetetus_2025-11-06
Plato.Sophist,success,0.6269637197215671,2,discoveries/Plato_Sophist_2025-11-06
Plato.Statesman,success,0.6309871271946892,2,discoveries/Plato_Statesman_2025-11-06
Plato.Philebus,success,0.6285398387829393,2,discoveries/Plato_Philebus_2025-11-06
Plato.Timaeus,success,0.6309295217472293,2,discoveries/Plato_Timaeus_2025-11-06
Plato.Critias,success,0.6210017163109247,2,discoveries/Plato_Critias_2025-11-06
Plato.Laws,success,0.6244154137326291,2,discoveries/Plato_Laws_2025-11-06
Aristotle.OnPhilosophy,success,0.6272125096414876,2,discoveries/Aristotle_OnPhilosophy_2025-11-06
Aristotle.OnMotion,success,0.6299187457209523,2,discoveries/Aristotle_OnMotion_2025-11-06
Test.Work.1,success,0.5589137276457138,2,discoveries/Test_Work_1_2025-11-06
Aristotle.Protrepticus,success,0.6317686910548291,2,discoveries/Aristotle_Protrepticus_2025-11-06
Aristotle.OnIdeas,success,0.6245257117110118,2,discoveries/Aristotle_OnIdeas_2025-11-06
Aristotle.OnTheGood,success,0.6239208968458005,2,discoveries/Aristotle_OnTheGood_2025-11-06
Aristotle.Eudemus,success,0.6293034223762872,2,discoveries/Aristotle_Eudemus_2025-11-06
Aristotle.OnPrayer,success,0.622791142893504,2,discoveries/Aristotle_OnPrayer_2025-11-06
Aristotle.OnWealth,success,0.6334352306640374,2,discoveries/Aristotle_OnWealth_2025-11-06
Aristotle.OnEducation,success,0.6192162711129165,2,discoveries/Aristotle_OnEducation_2025-11-06
Aristotle.OnPleasure,success,0.6254465383962847,2,discoveries/Aristotle_OnPleasure_2025-11-06
Theophrastus.OnDiscoveries,success,0.5587668157127318,2,discoveries/Theophrastus_OnDiscoveries_2025-11-06
Theophrastus.OnMotion,success,0.5560325372214506,2,discoveries/Theophrastus_OnMotion_2025-11-06
Theophrastus.Metaphysics,success,0.5568970408663779,2,discoveries/Theophrastus_Metaphysics_2025-11-06
Theophrastus.OnTheSoul,success,0.5583626028047899,2,discoveries/Theophrastus_OnTheSoul_2025-11-06
Theophrastus.OnSenses,success,0.5533214187205581,2,discoveries/Theophrastus_OnSenses_2025-11-06
Theophrastus.Characters,success,0.5550962342930363,2,discoveries/Theophrastus_Characters_2025-11-06
Strato.OnVoid,success,0.557750335572375,2,discoveries/Strato_OnVoid_2025-11-06
Strato.OnTheSoul,success,0.5634393310986155,2,discoveries/Strato_OnTheSoul_2025-11-06
Lyco.OnTheSoul,success,0.5604388305635511,2,discoveries/Lyco_OnTheSoul_2025-11-06
Aristoxenus.ElementsOfHarmony,success,0.5552157384965767,2,discoveries/Aristoxenus_ElementsOfHarmony_2025-11-06
Dicaearchus.Lives,success,0.5570086875853941,2,discoveries/Dicaearchus_Lives_2025-11-06
Zeno.Republic,success,0.5505251157854644,2,discoveries/Zeno_Republic_2025-11-06
Zeno.OnNature,success,0.5529844855630198,2,discoveries/Zeno_OnNature_2025-11-06
Cleanthes.HymnToZeus,success,0.5534784982348431,2,discoveries/Cleanthes_HymnToZeus_2025-11-06
Cleanthes.OnNature,success,0.5517890659836262,2,discoveries/Cleanthes_OnNature_2025-11-06
Chrysippus.OnNature,success,0.5578033816192667,2,discoveries/Chrysippus_OnNature_2025-11-06
Chrysippus.OnEthics,success,0.5549743888449452,2,discoveries/Chrysippus_OnEthics_2025-11-06
Chrysippus.OnLogic,success,0.5583249670348589,2,discoveries/Chrysippus_OnLogic_2025-11-06
Chrysippus.OnPhysics,success,0.5608619032819244,2,discoveries/Chrysippus_OnPhysics_2025-11-06
Persaeus.Logic,success,0.5535175606287257,2,discoveries/Persaeus_Logic_2025-11-06
Persaeus.Ethics,success,0.5597731883843778,2,discoveries/Persaeus_Ethics_2025-11-06
Sphaerus.OnTheSoul,success,0.5655484714183974,2,discoveries/Sphaerus_OnTheSoul_2025-11-06
Sphaerus.OnNature,success,0.5603014727383764,2,discoveries/Sphaerus_OnNature_2025-11-06
Boethus.OnNature,success,0.551920433378306,2,discoveries/Boethus_OnNature_2025-11-06
Panaetius.OnDuty,success,0.5575868785400087,2,discoveries/Panaetius_OnDuty_2025-11-06
Posidonius.OnGods,success,0.5578819645222718,2,discoveries/Posidonius_OnGods_2025-11-06
Posidonius.OnTheSoul,success,0.553223894505871,2,discoveries/Posidonius_OnTheSoul_2025-11-06
Epicurus.OnNature,success,0.5481678035778454,2,discoveries/Epicurus_OnNature_2025-11-06
Epicurus.OnGods,success,0.562234765762536,2,discoveries/Epicurus_OnGods_2025-11-06
Epicurus.OnVision,success,0.5600476797025994,2,discoveries/Epicurus_OnVision_2025-11-06
Hermarchus.OnJustice,success,0.5500516301021107,2,discoveries/Hermarchus_OnJustice_2025-11-06
Epicurus.OnJustice,success,0.5523692556613996,2,discoveries/Epicurus_OnJustice_2025-11-06
Metrodorus.OnWealth,success,0.5623019808255144,2,discoveries/Metrodorus_OnWealth_2025-11-06
Metrodorus.OnNobleBirth,success,0.5681623311120374,2,discoveries/Metrodorus_OnNobleBirth_2025-11-06
Polyaenus.OnPhilosophy,success,0.5597158418323369,2,discoveries/Polyaenus_OnPhilosophy_2025-11-06
Colotes.OnPlato,success,0.5651316837733501,2,discoveries/Colotes_OnPlato_2025-11-06
Colotes.OnPerception,success,0.552463686447207,2,discoveries/Colotes_OnPerception_2025-11-06
Pyrrho.OnPhilosophy,success,0.5626571245069417,2,discoveries/Pyrrho_OnPhilosophy_2025-11-06
Agrippa.FiveModes,success,0.5570329332792919,2,discoveries/Agrippa_FiveModes_2025-11-06
Aenesidemus.PyrrhonianDiscourses,success,0.5707000149318806,2,discoveries/Aenesidemus_PyrrhonianDiscourses_2025-11-06
Timon.Silloi,success,0.5554874585700202,2,discoveries/Timon_Silloi_2025-11-06
Sextus.OutlinesOfPyrrhonism,success,0.5637981381896764,2,discoveries/Sextus_OutlinesOfPyrrhonism_2025-11-06
Sextus.AgainstTheLogicians,success,0.5604134221335141,2,discoveries/Sextus_AgainstTheLogicians_2025-11-06
Sextus.AgainstThePhysicists,success,0.5561993565043322,2,discoveries/Sextus_AgainstThePhysicists_2025-11-06
Sextus.AgainstTheEthicists,success,0.5516110286066077,2,discoveries/Sextus_AgainstTheEthicists_2025-11-06
Cicero.Consolatio,success,0.5563839874249245,2,discoveries/Cicero_Consolatio_2025-11-06
Cicero.Hortensius,success,0.5583886712301962,2,discoveries/Cicero_Hortensius_2025-11-06
Cicero.DeNaturaDeorum,success,0.559818198996747,2,discoveries/Cicero_DeNaturaDeorum_2025-11-06
Cicero.DeFinibus,success,0.5562579998586563,2,discoveries/Cicero_DeFinibus_2025-11-06
Seneca.Dialogues,success,0.5550178183331641,2,discoveries/Seneca_Dialogues_2025-11-06
Cicero.Academica,success,0.5658028439252216,2,discoveries/Cicero_Academica_2025-11-06
Seneca.Letters,success,0.5510405277313035,2,discoveries/Seneca_Letters_2025-11-06
Cicero.TusculanDisputations,success,0.5558610492817044,2,discoveries/Cicero_TusculanDisputations_2025-11-06
Seneca.NaturalesQuaestiones,success,0.5596552719210109,2,discoveries/Seneca_NaturalesQuaestiones_2025-11-06
Seneca.DeClementia,success,0.5529920865224172,2,discoveries/Seneca_DeClementia_2025-11-06
Epictetus.Discourses,success,0.5559206699354537,2,discoveries/Epictetus_Discourses_2025-11-06
Epictetus.Enchiridion,success,0.5568547216989475,2,discoveries/Epictetus_Enchiridion_2025-11-06
MarcusAurelius.Meditations,success,0.5575388359728857,2,discoveries/MarcusAurelius_Meditations_2025-11-06
MarcusAurelius.Letters,success,0.5582330134064696,2,discoveries/MarcusAurelius_Letters_2025-11-06
Thales.Astronomy,success,0.5601270145223525,2,discoveries/Thales_Astronomy_2025-11-06
Anaximander.MapOfWorld,success,0.5573022150448972,2,discoveries/Anaximander_MapOfWorld_2025-11-06
Pythagoras.Mathematics,success,0.5607754717613175,2,discoveries/Pythagoras_Mathematics_2025-11-06
Philolaus.Cosmology,success,0.5528730440556019,2,discoveries/Philolaus_Cosmology_2025-11-06
Empedocles.OnNature,success,0.5568542768139401,2,discoveries/Empedocles_OnNature_2025-11-06
Anaxagoras.Astronomy,success,0.5609695977995692,2,discoveries/Anaxagoras_Astronomy_2025-11-06
Oenopides.Astronomy,success,0.5601110590470461,2,discoveries/Oenopides_Astronomy_2025-11-06
Democritus.Cosmology,success,0.556193325438825,2,discoveries/Democritus_Cosmology_2025-11-06
Hippocrates.Elements,success,0.5624271063850917,2,discoveries/Hippocrates_Elements_2025-11-06
Hippocrates.Astronomy,success,0.5489399193326682,2,discoveries/Hippocrates_Astronomy_2025-11-06
Hippocrates.QuadratureOfLunes,success,0.5537569780983846,2,discoveries/Hippocrates_QuadratureOfLunes_2025-11-06
Hippias.Quadratrix,success,0.5618819034140752,2,discoveries/Hippias_Quadratrix_2025-11-06
Archytas.Geometry,success,0.5599700518598358,2,discoveries/Archytas_Geometry_2025-11-06
Eudoxus.Mirror,success,0.5566063212534361,2,discoveries/Eudoxus_Mirror_2025-11-06
Eudoxus.Phaenomena,success,0.5453254640798544,2,discoveries/Eudoxus_Phaenomena_2025-11-06
Eudoxus.OnSpeeds,success,0.5539410251039237,2,discoveries/Eudoxus_OnSpeeds_2025-11-06
Menaechmus.ConicSections,success,0.5636814159929453,2,discoveries/Menaechmus_ConicSections_2025-11-06
Menaechmus.Geometry,success,0.5608822721575601,2,discoveries/Menaechmus_Geometry_2025-11-06
Deinostratus.Quadratrix,success,0.5561662508377357,2,discoveries/Deinostratus_Quadratrix_2025-11-06
Autolycus.OnTheMovingSphere,success,0.5560774409426605,2,discoveries/Autolycus_OnTheMovingSphere_2025-11-06
Euclid.Elements,success,0.55350401629811,2,discoveries/Euclid_Elements_2025-11-06
Euclid.Data,success,0.5564347210709774,2,discoveries/Euclid_Data_2025-11-06
Euclid.OnDivisions,success,0.5568529336755437,2,discoveries/Euclid_OnDivisions_2025-11-06
Euclid.Phaenomena,success,0.5610936560759083,2,discoveries/Euclid_Phaenomena_2025-11-06
Euclid.Optics,success,0.5571473159588647,2,discoveries/Euclid_Optics_2025-11-06
Euclid.Catoptrics,success,0.5453770153526942,2,discoveries/Euclid_Catoptrics_2025-11-06
Archimedes.OnConoidsAndSpheroids,success,0.5504514391088069,2,discoveries/Archimedes_OnConoidsAndSpheroids_2025-11-06
Archimedes.OnSpirals,success,0.5709402826198625,2,discoveries/Archimedes_OnSpirals_2025-11-06
Archimedes.OnEquilibriumOfPlanes,success,0.5475249038054878,2,discoveries/Archimedes_OnEquilibriumOfPlanes_2025-11-06
Archimedes.TheSandReckoner,success,0.5553754365965697,2,discoveries/Archimedes_TheSandReckoner_2025-11-06
Archimedes.OnFloatingBodies,success,0.5613371511570943,2,discoveries/Archimedes_OnFloatingBodies_2025-11-06
Theaetetus.PlatonicSolids,success,0.5512042883426093,2,discoveries/Theaetetus_PlatonicSolids_2025-11-06
Archimedes.Ostomachion,success,0.5476852060766424,2,discoveries/Archimedes_Ostomachion_2025-11-06
Apollonius.Conics,success,0.5564589142435964,2,discoveries/Apollonius_Conics_2025-11-06
Apollonius.OnTangencies,success,0.555401864008159,2,discoveries/Apollonius_OnTangencies_2025-11-06
Apollonius.CuttingOffOfArea,success,0.5592753284912446,2,discoveries/Apollonius_CuttingOffOfArea_2025-11-06
Apollonius.Inclinations,success,0.5550578312818878,2,discoveries/Apollonius_Inclinations_2025-11-06
Apollonius.PlaneLoci,success,0.5493352879416413,2,discoveries/Apollonius_PlaneLoci_2025-11-06
Nicomedes.OnConchoids,success,0.5550218378862275,2,discoveries/Nicomedes_OnConchoids_2025-11-06
Diocles.OnBurningMirrors,success,0.5626909308416455,2,discoveries/Diocles_OnBurningMirrors_2025-11-06
Perseus.OnSpiricSections,success,0.5522269451514601,2,discoveries/Perseus_OnSpiricSections_2025-11-06
Hipparchus.Geography,success,0.5484029609987882,2,discoveries/Hipparchus_Geography_2025-11-06
Posidonius.Meteorology,success,0.5533876602902397,2,discoveries/Posidonius_Meteorology_2025-11-06
Geminus.Phaenomena,success,0.5556407593902912,2,discoveries/Geminus_Phaenomena_2025-11-06
Geminus.Mathematics,success,0.5600603864527784,2,discoveries/Geminus_Mathematics_2025-11-06
Theodosius.Spherics,success,0.5559797224514507,2,discoveries/Theodosius_Spherics_2025-11-06
Theodosius.OnHabitations,success,0.5526082685676192,2,discoveries/Theodosius_OnHabitations_2025-11-06
Menelaus.Spherics,success,0.5594216189727319,2,discoveries/Menelaus_Spherics_2025-11-06
Archimedes.OnTheSphereAndCylinder,success,0.5619478387064385,2,discoveries/Archimedes_OnTheSphereAndCylinder_2025-11-06
Menelaus.OnTheTriangle,success,0.5597242209439821,2,discoveries/Menelaus_OnTheTriangle_2025-11-06
Ptolemy.Almagest,success,0.5574340504097771,2,discoveries/Ptolemy_Almagest_2025-11-06
Ptolemy.Tetrabiblos,success,0.5612900692110563,2,discoveries/Ptolemy_Tetrabiblos_2025-11-06
Ptolemy.Geography,success,0.5575160635565215,2,discoveries/Ptolemy_Geography_2025-11-06
Ptolemy.Optics,success,0.5641372673978939,2,discoveries/Ptolemy_Optics_2025-11-06
Ptolemy.Harmonics,success,0.5589144540488837,2,discoveries/Ptolemy_Harmonics_2025-11-06
Ptolemy.PlanetaryHypotheses,success,0.5596880763694353,2,discoveries/Ptolemy_PlanetaryHypotheses_2025-11-06
Pappus.Collection,success,0.5517792489520007,2,discoveries/Pappus_Collection_2025-11-06
Pappus.CommentaryOnPtolemy,success,0.5532675764958969,2,discoveries/Pappus_CommentaryOnPtolemy_2025-11-06
Diophantus.Arithmetica,success,0.5629207757872624,2,discoveries/Diophantus_Arithmetica_2025-11-06
Diophantus.OnPolygonalNumbers,success,0.5612975268003898,2,discoveries/Diophantus_OnPolygonalNumbers_2025-11-06
Apollonius.CuttingOffOfRatio,success,0.5608066004159098,2,discoveries/Apollonius_CuttingOffOfRatio_2025-11-06
Anatolius.OnTheDecad,success,0.5548445555054587,2,discoveries/Anatolius_OnTheDecad_2025-11-06
Serenus.OnTheSectionOfCone,success,0.5560848990939206,2,discoveries/Serenus_OnTheSectionOfCone_2025-11-06
Theon.CommentaryOnAlmagest,success,0.5579949038548205,2,discoveries/Theon_CommentaryOnAlmagest_2025-11-06
Proclus.CommentaryOnEuclid,success,0.5614771685178027,2,discoveries/Proclus_CommentaryOnEuclid_2025-11-06
Marinus.CommentaryOnData,success,0.5634797700113616,2,discoveries/Marinus_CommentaryOnData_2025-11-06
Isidore.Elements,success,0.5595696691002066,2,discoveries/Isidore_Elements_2025-11-06
Anthemius.OnBurningMirrors,success,0.5601090689658917,2,discoveries/Anthemius_OnBurningMirrors_2025-11-06
Archimedes.QuadratureOfParabola,success,0.5565908013567669,2,discoveries/Archimedes_QuadratureOfParabola_2025-11-06
Alcmaeon.MedicalTheory,success,0.5550717155032024,2,discoveries/Alcmaeon_MedicalTheory_2025-11-06
Pythagoras.MedicalTheory,success,0.5610963938410145,2,discoveries/Pythagoras_MedicalTheory_2025-11-06
Democedes.Medicine,success,0.5544452697039641,2,discoveries/Democedes_Medicine_2025-11-06
Democritus.MedicalTheory,success,0.5531088528129412,2,discoveries/Democritus_MedicalTheory_2025-11-06
Hypatia.CommentaryOnDiophantus,success,0.563620528576077,2,discoveries/Hypatia_CommentaryOnDiophantus_2025-11-06
Hipparchus.OnTheLengthOfYear,success,0.5527125729949157,2,discoveries/Hipparchus_OnTheLengthOfYear_2025-11-06
Serenus.OnTheSectionOfCylinder,success,0.5514974634925377,2,discoveries/Serenus_OnTheSectionOfCylinder_2025-11-06
Hippocrates.OnTheNatureOfMan,success,0.5592983698888536,2,discoveries/Hippocrates_OnTheNatureOfMan_2025-11-06
Eutocius.CommentaryOnArchimedes,success,0.5572115421178482,2,discoveries/Eutocius_CommentaryOnArchimedes_2025-11-06
Hipparchus.OnSizesAndDistances,success,0.5609773711422565,2,discoveries/Hipparchus_OnSizesAndDistances_2025-11-06
Hippocrates.Aphorisms,success,0.5529564464242894,2,discoveries/Hippocrates_Aphorisms_2025-11-06
Hippocrates.OnTheSacredDisease,success,0.5563552930023165,2,discoveries/Hippocrates_OnTheSacredDisease_2025-11-06
Hippocrates.Epidemics,success,0.5606657393340547,2,discoveries/Hippocrates_Epidemics_2025-11-06
Hippocrates.OnAncientMedicine,success,0.5617334991393775,2,discoveries/Hippocrates_OnAncientMedicine_2025-11-06
Hippocrates.Prognostics,success,0.5557696846165705,2,discoveries/Hippocrates_Prognostics_2025-11-06
Hippocrates.OnSurgery,success,0.5600613621949646,2,discoveries/Hippocrates_OnSurgery_2025-11-06
Hippocrates.OnAirsWatersPlaces,success,0.560772749450176,2,discoveries/Hippocrates_OnAirsWatersPlaces_2025-11-06
Hippocrates.OnRegimen,success,0.5635298183742304,2,discoveries/Hippocrates_OnRegimen_2025-11-06
Hippocrates.OnDiseases,success,0.562474458444007,2,discoveries/Hippocrates_OnDiseases_2025-11-06
Hippocrates.OnTheNatureOfVeins,success,0.5551139489540307,2,discoveries/Hippocrates_OnTheNatureOfVeins_2025-11-06
Hippocrates.OnTheNatureOfArteries,success,0.5687727932920473,2,discoveries/Hippocrates_OnTheNatureOfArteries_2025-11-06
Hippocrates.OnDiseasesOfWomen,success,0.5547869800959918,2,discoveries/Hippocrates_OnDiseasesOfWomen_2025-11-06
Hippocrates.OnTheNatureOfMuscles,success,0.5612053656422259,2,discoveries/Hippocrates_OnTheNatureOfMuscles_2025-11-06
Hippocrates.OnDiseasesOfGirls,success,0.5548179490488958,2,discoveries/Hippocrates_OnDiseasesOfGirls_2025-11-06
Diocles.MedicalWorks,success,0.5576615622388184,2,discoveries/Diocles_MedicalWorks_2025-11-06
Hippocrates.OnTheNatureOfBones,success,0.5559920396270972,2,discoveries/Hippocrates_OnTheNatureOfBones_2025-11-06
Diocles.OnPleurisy,success,0.5578295389030495,2,discoveries/Diocles_OnPleurisy_2025-11-06
Diocles.OnHemorrhoids,success,0.5604446223749913,2,discoveries/Diocles_OnHemorrhoids_2025-11-06
Diocles.OnVision,success,0.5588278877266577,2,discoveries/Diocles_OnVision_2025-11-06
Praxagoras.OnDiseases,success,0.5532378958732486,2,discoveries/Praxagoras_OnDiseases_2025-11-06
Praxagoras.Medicine,success,0.5575375072738119,2,discoveries/Praxagoras_Medicine_2025-11-06
Herophilus.Anatomy,success,0.565302738519199,2,discoveries/Herophilus_Anatomy_2025-11-06
Herophilus.OnEyes,success,0.5558614439545776,2,discoveries/Herophilus_OnEyes_2025-11-06
Herophilus.OnThePulse,success,0.557320409839942,2,discoveries/Herophilus_OnThePulse_2025-11-06
Herophilus.Midwifery,success,0.5581957081021567,2,discoveries/Herophilus_Midwifery_2025-11-06
Erasistratus.Medicine,success,0.5576604355693588,2,discoveries/Erasistratus_Medicine_2025-11-06
Erasistratus.OnFevers,success,0.560869280755106,2,discoveries/Erasistratus_OnFevers_2025-11-06
Erasistratus.OnHemorrhage,success,0.5590996513278521,2,discoveries/Erasistratus_OnHemorrhage_2025-11-06
Erasistratus.OnDiseases,success,0.5592501507258771,2,discoveries/Erasistratus_OnDiseases_2025-11-06
Glaucias.CommentaryOnHippocrates,success,0.5582469303660682,2,discoveries/Glaucias_CommentaryOnHippocrates_2025-11-06
Philinus.Empiricism,success,0.5591505473843972,2,discoveries/Philinus_Empiricism_2025-11-06
Serapion.Medicine,success,0.5554756916176452,2,discoveries/Serapion_Medicine_2025-11-06
Ctesias.OnDiseases,success,0.5569195731446556,2,discoveries/Ctesias_OnDiseases_2025-11-06
Andreas.Medicine,success,0.5491229365453307,2,discoveries/Andreas_Medicine_2025-11-06
Aelius.Medicine,success,0.5561573634933864,2,discoveries/Aelius_Medicine_2025-11-06
Eudemus.Medicine,success,0.5520010306599927,2,discoveries/Eudemus_Medicine_2025-11-06
Strato.OnDiseases,success,0.5606524895222008,2,discoveries/Strato_OnDiseases_2025-11-06
Asclepiades.OnAnatomy,success,0.5580368172261508,2,discoveries/Asclepiades_OnAnatomy_2025-11-06
Themison.Methodism,success,0.5649172836396048,2,discoveries/Themison_Methodism_2025-11-06
Asclepiades.Medicine,success,0.5617673033236026,2,discoveries/Asclepiades_Medicine_2025-11-06
Themison.OnDiseases,success,0.5559406684219548,2,discoveries/Themison_OnDiseases_2025-11-06
Philo.OnThePulse,success,0.5618024557592264,2,discoveries/Philo_OnThePulse_2025-11-06
Philo.OnDiseases,success,0.5656027735739549,2,discoveries/Philo_OnDiseases_2025-11-06
Aelius.OnThePulse,success,0.5559077552639656,2,discoveries/Aelius_OnThePulse_2025-11-06
Aelius.OnDiseases,success,0.5525694902930526,2,discoveries/Aelius_OnDiseases_2025-11-06
Aretaeus.OnCauses,success,0.5593984244968485,2,discoveries/Aretaeus_OnCauses_2025-11-06
Aretaeus.OnCure,success,0.553031925759037,2,discoveries/Aretaeus_OnCure_2025-11-06
Aretaeus.OnSymptoms,success,0.5624045630097552,2,discoveries/Aretaeus_OnSymptoms_2025-11-06
Aretaeus.OnChronicDiseases,success,0.5591263985136637,2,discoveries/Aretaeus_OnChronicDiseases_2025-11-06
Aretaeus.OnAcuteDiseases,success,0.5572282247429712,2,discoveries/Aretaeus_OnAcuteDiseases_2025-11-06
Aretaeus.OnSurgery,success,0.5482490955957221,2,discoveries/Aretaeus_OnSurgery_2025-11-06
Galen.OnTheElements,success,0.6219712055299285,2,discoveries/Galen_OnTheElements_2025-11-06
Galen.OnTheNaturalFaculties,success,0.6333221359545328,2,discoveries/Galen_OnTheNaturalFaculties_2025-11-06
Galen.OnFaculties,success,0.6277399678223295,2,discoveries/Galen_OnFaculties_2025-11-06
Galen.OnTheDoctrines,success,0.6221951401617962,2,discoveries/Galen_OnTheDoctrines_2025-11-06
Galen.OnTheUseOfParts,success,0.6260282644052009,2,discoveries/Galen_OnTheUseOfParts_2025-11-06
Galen.OnThePulse,success,0.6314390846849365,2,discoveries/Galen_OnThePulse_2025-11-06
Galen.OnDiseases,success,0.634183583752985,2,discoveries/Galen_OnDiseases_2025-11-06
Galen.OnSymptoms,success,0.6269520986740854,2,discoveries/Galen_OnSymptoms_2025-11-06
Galen.OnCure,success,0.6202784784447631,2,discoveries/Galen_OnCure_2025-11-06
Galen.OnCauses,success,0.6277747662210479,2,discoveries/Galen_OnCauses_2025-11-06
Galen.OnAnatomy,success,0.6272045710363681,2,discoveries/Galen_OnAnatomy_2025-11-06
Galen.OnTemperaments,success,0.6245138052384518,2,discoveries/Galen_OnTemperaments_2025-11-06
Galen.OnHumors,success,0.6226478343779899,2,discoveries/Galen_OnHumors_2025-11-06
Oribasius.MedicalCollections,success,0.5469578415045905,2,discoveries/Oribasius_MedicalCollections_2025-11-06
Oribasius.Synopsis,success,0.5587072107453772,2,discoveries/Oribasius_Synopsis_2025-11-06
Aetius.MedicalBooks,success,0.5517578581615553,2,discoveries/Aetius_MedicalBooks_2025-11-06
Aetius.OnDiseases,success,0.556864801467037,2,discoveries/Aetius_OnDiseases_2025-11-06
Alexander.CommentaryOnHippocrates,success,0.5501036831553544,2,discoveries/Alexander_CommentaryOnHippocrates_2025-11-06
Alexander.OnThePulse,success,0.5525535782851942,2,discoveries/Alexander_OnThePulse_2025-11-06
Marcellus.OnRemedies,success,0.5616035269422767,2,discoveries/Marcellus_OnRemedies_2025-11-06
Marcellus.OnDrugs,success,0.5553159940626325,2,discoveries/Marcellus_OnDrugs_2025-11-06
Hecataeus.HistoryOfEgypt,success,0.5562434806312141,2,discoveries/Hecataeus_HistoryOfEgypt_2025-11-06
Hecataeus.Genealogies,success,0.5545252178888861,2,discoveries/Hecataeus_Genealogies_2025-11-06
Hecataeus.Periegesis,success,0.5581684662210176,2,discoveries/Hecataeus_Periegesis_2025-11-06
Hecataeus.OnAsia,success,0.5528893098999204,2,discoveries/Hecataeus_OnAsia_2025-11-06
Hecataeus.OnEurope,success,0.5630847674324057,2,discoveries/Hecataeus_OnEurope_2025-11-06
