work_id,status,confidence,fragments_used,output_dir
Theophrastus.Metaphysics,success,0.5591054861803839,2,discoveries/Theophrastus_Metaphysics_2025-11-06_20-48-37
Theophrastus.OnDiscoveries,success,0.5540079478111907,2,discoveries/Theophrastus_OnDiscoveries_2025-11-06_20-48-37
Lyco.OnTheSoul,success,0.5596658894791672,2,discoveries/Lyco_OnTheSoul_2025-11-06_20-48-37
Aristotle.OnPrayer,success,0.6255153506895899,2,discoveries/Aristotle_OnPrayer_2025-11-06_20-48-37
Aristoxenus.ElementsOfHarmony,success,0.552991972060542,2,discoveries/Aristoxenus_ElementsOfHarmony_2025-11-06_20-48-37
Strato.OnVoid,success,0.5556683429294498,2,discoveries/Strato_OnVoid_2025-11-06_20-48-37
Dicaearchus.Lives,success,0.5582769635711772,2,discoveries/Dicaearchus_Lives_2025-11-06_20-48-37
Zeno.Republic,success,0.5480686538216971,2,discoveries/Zeno_Republic_2025-11-06_20-48-37
Aristotle.OnPleasure,success,0.6228151657069609,2,discoveries/Aristotle_OnPleasure_2025-11-06_20-48-37
Theophrastus.OnTheSoul,success,0.5575880063190902,2,discoveries/Theophrastus_OnTheSoul_2025-11-06_20-48-37
Zeno.OnNature,success,0.5509151182181127,2,discoveries/Zeno_OnNature_2025-11-06_20-48-37
Cleanthes.HymnToZeus,success,0.5562684569254381,2,discoveries/Cleanthes_HymnToZeus_2025-11-06_20-48-38
Cleanthes.OnNature,success,0.5554602526723261,2,discoveries/Cleanthes_OnNature_2025-11-06_20-48-38
Theophrastus.OnSenses,success,0.5551333191923579,2,discoveries/Theophrastus_OnSenses_2025-11-06_20-48-38
Chrysippus.OnNature,success,0.5595024409723465,2,discoveries/Chrysippus_OnNature_2025-11-06_20-48-38
Chrysippus.OnLogic,success,0.554775081274392,2,discoveries/Chrysippus_OnLogic_2025-11-06_20-48-38
Chrysippus.OnEthics,success,0.5573199074775268,2,discoveries/Chrysippus_OnEthics_2025-11-06_20-48-38
Chrysippus.OnPhysics,success,0.5571531039514909,2,discoveries/Chrysippus_OnPhysics_2025-11-06_20-48-38
Persaeus.Logic,success,0.5517895409333592,2,discoveries/Persaeus_Logic_2025-11-06_20-48-38
Persaeus.Ethics,success,0.5592738640691752,2,discoveries/Persaeus_Ethics_2025-11-06_20-48-38
Sphaerus.OnNature,success,0.5601568317134489,2,discoveries/Sphaerus_OnNature_2025-11-06_20-48-38
Sphaerus.OnTheSoul,success,0.5573478151374489,2,discoveries/Sphaerus_OnTheSoul_2025-11-06_20-48-38
Panaetius.OnDuty,success,0.5561065518041922,2,discoveries/Panaetius_OnDuty_2025-11-06_20-48-38
Boethus.OnNature,success,0.5475599757902425,2,discoveries/Boethus_OnNature_2025-11-06_20-48-38
Posidonius.OnGods,success,0.5489585002302715,2,discoveries/Posidonius_OnGods_2025-11-06_20-48-38
Posidonius.OnTheSoul,success,0.5587580649642477,2,discoveries/Posidonius_OnTheSoul_2025-11-06_20-48-38
Epicurus.OnNature,success,0.552708270329869,2,discoveries/Epicurus_OnNature_2025-11-06_20-48-38
Epicurus.OnGods,success,0.5557856580312052,2,discoveries/Epicurus_OnGods_2025-11-06_20-48-38
Epicurus.OnVision,success,0.561729563885581,2,discoveries/Epicurus_OnVision_2025-11-06_20-48-38
Epicurus.OnJustice,success,0.5500361305556493,2,discoveries/Epicurus_OnJustice_2025-11-06_20-48-38
Metrodorus.OnNobleBirth,success,0.5522882570538287,2,discoveries/Metrodorus_OnNobleBirth_2025-11-06_20-48-38
Metrodorus.OnWealth,success,0.5494929474721427,2,discoveries/Metrodorus_OnWealth_2025-11-06_20-48-38
Colotes.OnPerception,success,0.5529616357963236,2,discoveries/Colotes_OnPerception_2025-11-06_20-48-38
Hermarchus.OnJustice,success,0.5538411922628234,2,discoveries/Hermarchus_OnJustice_2025-11-06_20-48-38
Colotes.OnPlato,success,0.5609401002469504,2,discoveries/Colotes_OnPlato_2025-11-06_20-48-38
Polyaenus.OnPhilosophy,success,0.5500781796678836,2,discoveries/Polyaenus_OnPhilosophy_2025-11-06_20-48-38
Timon.Silloi,success,0.5598887240537488,2,discoveries/Timon_Silloi_2025-11-06_20-48-38
Pyrrho.OnPhilosophy,success,0.5617382494648533,2,discoveries/Pyrrho_OnPhilosophy_2025-11-06_20-48-38
Aenesidemus.PyrrhonianDiscourses,success,0.5562042677404102,2,discoveries/Aenesidemus_PyrrhonianDiscourses_2025-11-06_20-48-38
Agrippa.FiveModes,success,0.5548716791591761,2,discoveries/Agrippa_FiveModes_2025-11-06_20-48-38
Sextus.AgainstTheLogicians,success,0.5576592554532538,2,discoveries/Sextus_AgainstTheLogicians_2025-11-06_20-48-38
Sextus.OutlinesOfPyrrhonism,success,0.5608639022535833,2,discoveries/Sextus_OutlinesOfPyrrhonism_2025-11-06_20-48-39
Sextus.AgainstThePhysicists,success,0.5559127072080158,2,discoveries/Sextus_AgainstThePhysicists_2025-11-06_20-48-45
Cicero.Academica,success,0.5587787255824773,2,discoveries/Cicero_Academica_2025-11-06_20-48-45
Cicero.Hortensius,success,0.5584201328639681,2,discoveries/Cicero_Hortensius_2025-11-06_20-48-45
Cicero.TusculanDisputations,success,0.5552240655660753,2,discoveries/Cicero_TusculanDisputations_2025-11-06_20-48-45
Seneca.NaturalesQuaestiones,success,0.5658873345102786,2,discoveries/Seneca_NaturalesQuaestiones_2025-11-06_20-48-45
Epictetus.Enchiridion,success,0.5575608432836894,2,discoveries/Epictetus_Enchiridion_2025-11-06_20-48-45
Epictetus.Discourses,success,0.5610779747584672,2,discoveries/Epictetus_Discourses_2025-11-06_20-48-45
MarcusAurelius.Meditations,success,0.563345299575773,2,discoveries/MarcusAurelius_Meditations_2025-11-06_20-48-45
MarcusAurelius.Letters,success,0.5490074279588727,2,discoveries/MarcusAurelius_Letters_2025-11-06_20-48-45
Cicero.DeNaturaDeorum,success,0.5598851607258921,2,discoveries/Cicero_DeNaturaDeorum_2025-11-06_20-48-45
Thales.Astronomy,success,0.5582138290790277,2,discoveries/Thales_Astronomy_2025-11-06_20-48-46
Seneca.DeClementia,success,0.5583302320580803,2,discoveries/Seneca_DeClementia_2025-11-06_20-48-46
Cicero.DeFinibus,success,0.5460936543419452,2,discoveries/Cicero_DeFinibus_2025-11-06_20-48-46
Anaximander.MapOfWorld,success,0.5561343965232881,2,discoveries/Anaximander_MapOfWorld_2025-11-06_20-48-46
Cicero.Consolatio,success,0.5620809760213394,2,discoveries/Cicero_Consolatio_2025-11-06_20-48-46
Pythagoras.Mathematics,success,0.5550288284728785,2,discoveries/Pythagoras_Mathematics_2025-11-06_20-48-46
Philolaus.Cosmology,success,0.55236904617813,2,discoveries/Philolaus_Cosmology_2025-11-06_20-48-46
Sextus.AgainstTheEthicists,success,0.5543153352934608,2,discoveries/Sextus_AgainstTheEthicists_2025-11-06_20-48-46
Seneca.Letters,success,0.5667222438719962,2,discoveries/Seneca_Letters_2025-11-06_20-48-46
Seneca.Dialogues,success,0.5590986803553181,2,discoveries/Seneca_Dialogues_2025-11-06_20-48-46
Empedocles.OnNature,success,0.5516929564441405,2,discoveries/Empedocles_OnNature_2025-11-06_20-48-46
Democritus.Cosmology,success,0.5645772029190632,2,discoveries/Democritus_Cosmology_2025-11-06_20-48-46
Anaxagoras.Astronomy,success,0.5586027470196178,2,discoveries/Anaxagoras_Astronomy_2025-11-06_20-48-46
Hippocrates.Elements,success,0.56031227093049,2,discoveries/Hippocrates_Elements_2025-11-06_20-48-46
Oenopides.Astronomy,success,0.5649193148989895,2,discoveries/Oenopides_Astronomy_2025-11-06_20-48-46
Hippocrates.Astronomy,success,0.5635103661108761,2,discoveries/Hippocrates_Astronomy_2025-11-06_20-48-46
Hippias.Quadratrix,success,0.5580565614910987,2,discoveries/Hippias_Quadratrix_2025-11-06_20-48-46
Archytas.Geometry,success,0.5635168352849631,2,discoveries/Archytas_Geometry_2025-11-06_20-48-46
Theaetetus.PlatonicSolids,success,0.562870201953823,2,discoveries/Theaetetus_PlatonicSolids_2025-11-06_20-48-46
Hippocrates.QuadratureOfLunes,success,0.5664232946270648,2,discoveries/Hippocrates_QuadratureOfLunes_2025-11-06_20-48-46
Eudoxus.Phaenomena,success,0.5531014325837408,2,discoveries/Eudoxus_Phaenomena_2025-11-06_20-48-46
Eudoxus.Mirror,success,0.55497855641571,2,discoveries/Eudoxus_Mirror_2025-11-06_20-48-46
Menaechmus.Geometry,success,0.5550399929888555,2,discoveries/Menaechmus_Geometry_2025-11-06_20-48-46
Eudoxus.OnSpeeds,success,0.5679813721204534,2,discoveries/Eudoxus_OnSpeeds_2025-11-06_20-48-46
Menaechmus.ConicSections,success,0.5550303399134009,2,discoveries/Menaechmus_ConicSections_2025-11-06_20-48-46
Deinostratus.Quadratrix,success,0.5498505273663592,2,discoveries/Deinostratus_Quadratrix_2025-11-06_20-48-46
Autolycus.OnTheMovingSphere,success,0.5687891578647173,2,discoveries/Autolycus_OnTheMovingSphere_2025-11-06_20-48-46
Euclid.OnDivisions,success,0.5552257321195282,2,discoveries/Euclid_OnDivisions_2025-11-06_20-48-47
Euclid.Catoptrics,success,0.5666961937911222,2,discoveries/Euclid_Catoptrics_2025-11-06_20-48-47
Euclid.Data,success,0.5622332397068571,2,discoveries/Euclid_Data_2025-11-06_20-48-47
Euclid.Phaenomena,success,0.5587186389073329,2,discoveries/Euclid_Phaenomena_2025-11-06_20-48-47
Euclid.Optics,success,0.5489773054552395,2,discoveries/Euclid_Optics_2025-11-06_20-48-47
Archimedes.OnTheSphereAndCylinder,success,0.5584650236592479,2,discoveries/Archimedes_OnTheSphereAndCylinder_2025-11-06_20-48-47
Euclid.Elements,success,0.5644594389726656,2,discoveries/Euclid_Elements_2025-11-06_20-48-47
Archimedes.OnConoidsAndSpheroids,success,0.5560860763628218,2,discoveries/Archimedes_OnConoidsAndSpheroids_2025-11-06_20-48-47
Archimedes.OnSpirals,success,0.5571945803592327,2,discoveries/Archimedes_OnSpirals_2025-11-06_20-48-47
Archimedes.OnEquilibriumOfPlanes,success,0.5635759172789974,2,discoveries/Archimedes_OnEquilibriumOfPlanes_2025-11-06_20-48-47
Archimedes.TheSandReckoner,success,0.5500171623376118,2,discoveries/Archimedes_TheSandReckoner_2025-11-06_20-48-47
Archimedes.QuadratureOfParabola,success,0.557578360885775,2,discoveries/Archimedes_QuadratureOfParabola_2025-11-06_20-48-47
Archimedes.OnFloatingBodies,success,0.5605160344628091,2,discoveries/Archimedes_OnFloatingBodies_2025-11-06_20-48-47
Archimedes.Ostomachion,success,0.5589581893538084,2,discoveries/Archimedes_Ostomachion_2025-11-06_20-48-53
Apollonius.CuttingOffOfRatio,success,0.5603948295511213,2,discoveries/Apollonius_CuttingOffOfRatio_2025-11-06_20-48-53
Apollonius.CuttingOffOfArea,success,0.5650816979006635,2,discoveries/Apollonius_CuttingOffOfArea_2025-11-06_20-48-53
Hipparchus.Geography,success,0.556193267039193,2,discoveries/Hipparchus_Geography_2025-11-06_20-48-53
Diocles.OnBurningMirrors,success,0.561674913932293,2,discoveries/Diocles_OnBurningMirrors_2025-11-06_20-48-53
Hipparchus.OnTheLengthOfYear,success,0.5516198811405012,2,discoveries/Hipparchus_OnTheLengthOfYear_2025-11-06_20-48-53
Perseus.OnSpiricSections,success,0.5562319262144452,2,discoveries/Perseus_OnSpiricSections_2025-11-06_20-48-54
Posidonius.Meteorology,success,0.5678854748039732,2,discoveries/Posidonius_Meteorology_2025-11-06_20-48-54
Geminus.Phaenomena,success,0.5631140404140902,2,discoveries/Geminus_Phaenomena_2025-11-06_20-48-54
Nicomedes.OnConchoids,success,0.5570075677837713,2,discoveries/Nicomedes_OnConchoids_2025-11-06_20-48-54
Apollonius.Conics,success,0.5599320516015114,2,discoveries/Apollonius_Conics_2025-11-06_20-48-54
Apollonius.PlaneLoci,success,0.5594491112031476,2,discoveries/Apollonius_PlaneLoci_2025-11-06_20-48-54
Theodosius.Spherics,success,0.5550814028966589,2,discoveries/Theodosius_Spherics_2025-11-06_20-48-54
Geminus.Mathematics,success,0.5574721329724794,2,discoveries/Geminus_Mathematics_2025-11-06_20-48-54
Apollonius.Inclinations,success,0.5596561126558913,2,discoveries/Apollonius_Inclinations_2025-11-06_20-48-54
Hipparchus.OnSizesAndDistances,success,0.5543306443348276,2,discoveries/Hipparchus_OnSizesAndDistances_2025-11-06_20-48-54
Theodosius.OnHabitations,success,0.5477395568061001,2,discoveries/Theodosius_OnHabitations_2025-11-06_20-48-54
Menelaus.Spherics,success,0.561909495797408,2,discoveries/Menelaus_Spherics_2025-11-06_20-48-54
Menelaus.OnTheTriangle,success,0.5556136301359713,2,discoveries/Menelaus_OnTheTriangle_2025-11-06_20-48-54
Apollonius.OnTangencies,success,0.5607835730906099,2,discoveries/Apollonius_OnTangencies_2025-11-06_20-48-54
Pappus.Collection,success,0.5555034071736985,2,discoveries/Pappus_Collection_2025-11-06_20-48-54
Pappus.CommentaryOnPtolemy,success,0.5495163331258192,2,discoveries/Pappus_CommentaryOnPtolemy_2025-11-06_20-48-54
Diophantus.Arithmetica,success,0.5662777835656453,2,discoveries/Diophantus_Arithmetica_2025-11-06_20-48-54
Diophantus.OnPolygonalNumbers,success,0.5584816362791198,2,discoveries/Diophantus_OnPolygonalNumbers_2025-11-06_20-48-54
Anatolius.OnTheDecad,success,0.5552923146947513,2,discoveries/Anatolius_OnTheDecad_2025-11-06_20-48-54
Serenus.OnTheSectionOfCylinder,success,0.5577822518967392,2,discoveries/Serenus_OnTheSectionOfCylinder_2025-11-06_20-48-54
Serenus.OnTheSectionOfCone,success,0.572184839088985,2,discoveries/Serenus_OnTheSectionOfCone_2025-11-06_20-48-54
Theon.CommentaryOnAlmagest,success,0.5545311306503525,2,discoveries/Theon_CommentaryOnAlmagest_2025-11-06_20-48-54
Hypatia.CommentaryOnDiophantus,success,0.5522406260777273,2,discoveries/Hypatia_CommentaryOnDiophantus_2025-11-06_20-48-54
Proclus.CommentaryOnEuclid,success,0.554718946761937,2,discoveries/Proclus_CommentaryOnEuclid_2025-11-06_20-48-54
Marinus.CommentaryOnData,success,0.5567744291332364,2,discoveries/Marinus_CommentaryOnData_2025-11-06_20-48-54
Isidore.Elements,success,0.560301597283042,2,discoveries/Isidore_Elements_2025-11-06_20-48-55
Anthemius.OnBurningMirrors,success,0.5564996024501909,2,discoveries/Anthemius_OnBurningMirrors_2025-11-06_20-48-55
Eutocius.CommentaryOnArchimedes,success,0.5572504537560508,2,discoveries/Eutocius_CommentaryOnArchimedes_2025-11-06_20-48-55
Pythagoras.MedicalTheory,success,0.5612290863253057,2,discoveries/Pythagoras_MedicalTheory_2025-11-06_20-48-55
Alcmaeon.MedicalTheory,success,0.5590455690918914,2,discoveries/Alcmaeon_MedicalTheory_2025-11-06_20-48-55
Hippocrates.OnTheNatureOfMan,success,0.5577292618766294,2,discoveries/Hippocrates_OnTheNatureOfMan_2025-11-06_20-48-55
Hippocrates.OnTheSacredDisease,success,0.5550647128069089,2,discoveries/Hippocrates_OnTheSacredDisease_2025-11-06_20-48-55
Democedes.Medicine,success,0.5617197796440977,2,discoveries/Democedes_Medicine_2025-11-06_20-48-55
Democritus.MedicalTheory,success,0.5595138309554857,2,discoveries/Democritus_MedicalTheory_2025-11-06_20-48-55
Hippocrates.OnAncientMedicine,success,0.5481558733211184,2,discoveries/Hippocrates_OnAncientMedicine_2025-11-06_20-48-55
Hippocrates.Aphorisms,success,0.5569086524520664,2,discoveries/Hippocrates_Aphorisms_2025-11-06_20-48-55
Hippocrates.Epidemics,success,0.5654992495098964,2,discoveries/Hippocrates_Epidemics_2025-11-06_20-48-55
Hippocrates.Prognostics,success,0.5480937098529587,2,discoveries/Hippocrates_Prognostics_2025-11-06_20-48-55
Ptolemy.Almagest,success,0.6435126818115617,2,discoveries/Ptolemy_Almagest_2025-11-06_20-48-55
Ptolemy.Optics,success,0.646631125738365,2,discoveries/Ptolemy_Optics_2025-11-06_20-48-55
Ptolemy.PlanetaryHypotheses,success,0.6506299505044434,2,discoveries/Ptolemy_PlanetaryHypotheses_2025-11-06_20-48-55
Ptolemy.Tetrabiblos,success,0.6470840598492125,2,discoveries/Ptolemy_Tetrabiblos_2025-11-06_20-48-55
Ptolemy.Geography,success,0.6429550388995146,2,discoveries/Ptolemy_Geography_2025-11-06_20-48-55
Ptolemy.Harmonics,success,0.6390434941181891,2,discoveries/Ptolemy_Harmonics_2025-11-06_20-48-55
Hippocrates.OnRegimen,success,0.5581835005366773,2,discoveries/Hippocrates_OnRegimen_2025-11-06_20-49-02
Hippocrates.OnTheNatureOfVeins,success,0.5569053572545211,2,discoveries/Hippocrates_OnTheNatureOfVeins_2025-11-06_20-49-02
Hippocrates.OnDiseasesOfWomen,success,0.5608020007412557,2,discoveries/Hippocrates_OnDiseasesOfWomen_2025-11-06_20-49-02
Diocles.OnVision,success,0.5554359238440822,2,discoveries/Diocles_OnVision_2025-11-06_20-49-02
Diocles.MedicalWorks,success,0.5621392709136549,2,discoveries/Diocles_MedicalWorks_2025-11-06_20-49-02
Hippocrates.OnTheNatureOfBones,success,0.5551124056247871,2,discoveries/Hippocrates_OnTheNatureOfBones_2025-11-06_20-49-02
Praxagoras.Medicine,success,0.5587059059291997,2,discoveries/Praxagoras_Medicine_2025-11-06_20-49-02
Hippocrates.OnTheNatureOfArteries,success,0.5565492016119065,2,discoveries/Hippocrates_OnTheNatureOfArteries_2025-11-06_20-49-02
Hippocrates.OnTheNatureOfMuscles,success,0.5504282334903469,2,discoveries/Hippocrates_OnTheNatureOfMuscles_2025-11-06_20-49-02
Praxagoras.OnDiseases,success,0.5543791482179586,2,discoveries/Praxagoras_OnDiseases_2025-11-06_20-49-02
Hippocrates.OnAirsWatersPlaces,success,0.5524625139989839,2,discoveries/Hippocrates_OnAirsWatersPlaces_2025-11-06_20-49-02
Herophilus.Anatomy,success,0.5610783778516452,2,discoveries/Herophilus_Anatomy_2025-11-06_20-49-02
Diocles.OnHemorrhoids,success,0.5577478073812862,2,discoveries/Diocles_OnHemorrhoids_2025-11-06_20-49-02
Herophilus.OnEyes,success,0.5530510848846697,2,discoveries/Herophilus_OnEyes_2025-11-06_20-49-02
Herophilus.OnThePulse,success,0.5671053064349224,2,discoveries/Herophilus_OnThePulse_2025-11-06_20-49-02
Hippocrates.OnDiseasesOfGirls,success,0.5570194074016045,2,discoveries/Hippocrates_OnDiseasesOfGirls_2025-11-06_20-49-02
Herophilus.Midwifery,success,0.5608998753699427,2,discoveries/Herophilus_Midwifery_2025-11-06_20-49-02
Hippocrates.OnDiseases,success,0.5477822255503104,2,discoveries/Hippocrates_OnDiseases_2025-11-06_20-49-02
Diocles.OnPleurisy,success,0.5555470434620479,2,discoveries/Diocles_OnPleurisy_2025-11-06_20-49-03
Erasistratus.Medicine,success,0.5521198329623801,2,discoveries/Erasistratus_Medicine_2025-11-06_20-49-03
Erasistratus.OnHemorrhage,success,0.5630784444771945,2,discoveries/Erasistratus_OnHemorrhage_2025-11-06_20-49-03
Erasistratus.OnFevers,success,0.5589190858149631,2,discoveries/Erasistratus_OnFevers_2025-11-06_20-49-03
Philinus.Empiricism,success,0.5531764733377577,2,discoveries/Philinus_Empiricism_2025-11-06_20-49-03
Erasistratus.OnDiseases,success,0.5474800150158848,2,discoveries/Erasistratus_OnDiseases_2025-11-06_20-49-03
Hippocrates.OnSurgery,success,0.5710708060494387,2,discoveries/Hippocrates_OnSurgery_2025-11-06_20-49-03
Serapion.Medicine,success,0.5544057407800154,2,discoveries/Serapion_Medicine_2025-11-06_20-49-03
Ctesias.OnDiseases,success,0.5597041251019843,2,discoveries/Ctesias_OnDiseases_2025-11-06_20-49-03
Glaucias.CommentaryOnHippocrates,success,0.5548996278898255,2,discoveries/Glaucias_CommentaryOnHippocrates_2025-11-06_20-49-03
Andreas.Medicine,success,0.5620985706440933,2,discoveries/Andreas_Medicine_2025-11-06_20-49-03
Aelius.Medicine,success,0.5593521347645678,2,discoveries/Aelius_Medicine_2025-11-06_20-49-03
Strato.OnDiseases,success,0.5566510007777472,2,discoveries/Strato_OnDiseases_2025-11-06_20-49-03
Eudemus.Medicine,success,0.5603752343226128,2,discoveries/Eudemus_Medicine_2025-11-06_20-49-03
Asclepiades.Medicine,success,0.5551647270691336,2,discoveries/Asclepiades_Medicine_2025-11-06_20-49-03
Asclepiades.OnAnatomy,success,0.5519986036426525,2,discoveries/Asclepiades_OnAnatomy_2025-11-06_20-49-03
Themison.Methodism,success,0.5569658097319217,2,discoveries/Themison_Methodism_2025-11-06_20-49-03
Themison.OnDiseases,success,0.5546360429698548,2,discoveries/Themison_OnDiseases_2025-11-06_20-49-03
Philo.OnThePulse,success,0.5473712441410501,2,discoveries/Philo_OnThePulse_2025-11-06_20-49-03
Philo.OnDiseases,success,0.5628757921933805,2,discoveries/Philo_OnDiseases_2025-11-06_20-49-03
Aelius.OnThePulse,success,0.5617588849518158,2,discoveries/Aelius_OnThePulse_2025-11-06_20-49-03
Aelius.OnDiseases,success,0.5646798810577328,2,discoveries/Aelius_OnDiseases_2025-11-06_20-49-03
Aretaeus.OnSymptoms,success,0.5636130252498566,2,discoveries/Aretaeus_OnSymptoms_2025-11-06_20-49-03
Aretaeus.OnCure,success,0.556913884152563,2,discoveries/Aretaeus_OnCure_2025-11-06_20-49-03
Aretaeus.OnChronicDiseases,success,0.5637774075957469,2,discoveries/Aretaeus_OnChronicDiseases_2025-11-06_20-49-03
Aretaeus.OnCauses,success,0.5503247272736793,2,discoveries/Aretaeus_OnCauses_2025-11-06_20-49-03
